ident,type,name,latitude_deg,longitude_deg,elevation_ft,state,iata_code
LYBE,large_airport,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,335,0,BEG
RPLL,large_airport,Ninoy Aquino International Airport,14.5086,121.019997,75,0,MNL
BIRK,medium_airport,Reykjavik Airport,64.12999725,-21.94059944,48,1,RKV
BKPR,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,1,PRN
DATM,small_airport,Bordj Badji Mokhtar Airport,21.3778,0.92698,1303,1,BMW
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,919,1,AZR
DAUT,medium_airport,Timimoun Airport,29.2371006,0.276033014,1027,1,TMX
DIAP,medium_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,1,ABJ
DRZA,medium_airport,Mano Dayak International Airport,16.9659996,8.000109673,1657,1,AJY
DRZL,small_airport,Arlit Airport,18.79039955,7.365950108,1443,1,RLT
EFMA,medium_airport,Mariehamn Airport,60.1222,19.898199,17,1,MHQ
ENRY,medium_airport,"Moss Airport, Rygge",59.378817,10.785439,174,1,RYG
FLKL,small_airport,Kalabo Airport,-14.9982996,22.64539909,3450,1,KLB
FLKO,small_airport,Kaoma Airport,-14.80000019,24.78300095,3670,1,KMZ
FLLK,small_airport,Lukulu Airport,-14.37479973,23.24950027,3480,1,LXU
FLMG,medium_airport,Mongu Airport,-15.25450039,23.16230011,3488,1,MNR
FLSN,small_airport,Senanga Airport,-16.113,23.2982,3347,1,SXG
FLSS,small_airport,Sesheke Airport,-17.47629929,24.30470085,3100,1,SJQ
FOOL,medium_airport,Libreville Leon M'ba International Airport,0.458600014,9.412280083,39,1,LBV
GAKA,small_airport,Kenieba Airport,12.83300018,-11.25,449,1,KNZ
GAKY,medium_airport,Kayes Dag Dag Airport,14.48120022,-11.40439987,164,1,KYS
GANR,small_airport,Nioro du Sahel Airport,15.23810005,-9.576109886,778,1,NIX
GAYE,small_airport,Yélimané Airport,15.13300037,-10.56700039,325,1,EYL
GQNH,small_airport,Timbedra Airport,16.2329998,-8.166999817,692,1,TMD
GQNI,small_airport,Néma Airport,16.622,-7.3166,745,1,EMN
HRYR,large_airport,Kigali International Airport,-1.96863,30.1395,4859,1,KGL
HSDB,small_airport,El Debba Airport,18.0146,30.9595,843,1,EDB
HSDN,medium_airport,Dongola Airport,19.15390015,30.43009949,772,1,DOG
HSMN,medium_airport,Merowe New Airport,18.44333333,31.84333333,897,1,MWE
HSSW,small_airport,Wadi Halfa Airport,21.802698,31.521578,933,1,WHF
HTAR,medium_airport,Arusha Airport,-3.367789984,36.63330078,4550,1,ARK
HTKJ,medium_airport,Kilimanjaro International Airport,-3.42941,37.074501,2932,1,JRO
LTAF,large_airport,Adana Şakirpaşa Airport,36.982201,35.280399,65,1,ADA
LTAG,medium_airport,İncirlik Air Base,37.002102,35.4259,238,1,UAB
MDJB,medium_airport,La Isabela International Airport,18.57250023,-69.98560333,98,1,JBQ
MDSD,large_airport,Las Américas International Airport,18.42970085,-69.66889954,59,1,SDQ
MKJP,large_airport,Norman Manley International Airport,17.93569946,-76.78749847,10,1,KIN
MPBO,medium_airport,Bocas Del Toro International Airport,9.340849876,-82.25080109,10,1,BOC
MPCH,medium_airport,Cap Manuel Niño International Airport,9.458962,-82.515062,19,1,CHX
MULM,medium_airport,La Coloma Airport,22.33609962,-83.64189911,131,1,LCL
MUSJ,medium_airport,San Julian Air Base,22.09530067,-84.15200043,98,1,SNJ
MY-GTK,small_airport,Sungai Tekai Airport,2.64118,102.89297,160,1,GTK
NFTE,small_airport,Kaufana Airport,-21.37829971,-174.9579926,325,1,EUA
OEDM,medium_airport,King Salman Abdulaziz Airport,24.4499,44.121201,3026,1,DWD
OEPS,medium_airport,Prince Sultan Air Base,24.06270027,47.58050156,1651,1,AKH
OERK,large_airport,King Khaled International Airport,24.95759964,46.69879913,2049,1,RUH
OERY,medium_airport,Riyadh Air Base,24.70980072,46.72520065,2082,1,XXN
OESL,small_airport,Sulayel Airport,20.4647007,45.61959839,2021,1,SLF
OEWD,medium_airport,Wadi Al Dawasir Airport,20.50429916,45.19960022,2062,1,WAE
OEZL,small_airport,Zilfi Airport,26.35000038,44.83300018,1900,1,ZUL
OITM,small_airport,Sahand Airport,37.34799957,46.12789917,4396,1,ACP
OITT,large_airport,Tabriz International Airport,38.13389969,46.23500061,4459,1,TBZ
PY-PCJ,small_airport,Puerto La Victoria Airport,-22.295041,-57.866333,286,1,PCJ
RJCB,medium_airport,Tokachi-Obihiro Airport,42.73329926,143.2169952,505,1,OBO
RJCC,large_airport,New Chitose Airport,42.7752,141.692001,82,1,CTS
RJCH,medium_airport,Hakodate Airport,41.77000046,140.8220062,151,1,HKD
RJCK,medium_airport,Kushiro Airport,43.04100037,144.1929932,327,1,KUH
RJCM,medium_airport,Memanbetsu Airport,43.88059998,144.1640015,135,1,MMB
RJCN,medium_airport,Nakashibetsu Airport,43.57749939,144.9600067,234,1,SHB
RJCO,medium_airport,Sapporo Okadama Airport,43.117447,141.38134,25,1,OKD
RJCR,small_airport,Rebun Airport,45.45500183,141.0390015,92,1,RBJ
RJCW,medium_airport,Wakkanai Airport,45.40420151,141.8009949,30,1,WKJ
RJEB,medium_airport,Monbetsu Airport,44.30390167,143.404007,80,1,MBE
RJEC,medium_airport,Asahikawa Airport,43.670799,142.447006,721,1,AKJ
RJEO,medium_airport,Okushiri Airport,42.07170105,139.4329987,161,1,OIR
RJER,medium_airport,Rishiri Airport,45.24200058,141.1860046,112,1,RIS
SGCO,small_airport,Teniente Col Carmelo Peralta Airport,-23.442363,-57.427253,253,1,CIO
TBPB,medium_airport,Grantley Adams International Airport,13.0746,-59.4925,169,1,BGI
VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759907,79.88410187,30,1,CMB
VCCC,medium_airport,Colombo Ratmalana Airport,6.821990013,79.88619995,22,1,RML
VCCN,small_airport,Katukurunda Air Force Base,6.552120209,79.97750092,10,1,KTY
VGBR,medium_airport,Barisal Airport,22.8010006,90.30120087,23,1,BZL
VMI,small_airport,Dr Juan Plate Airport,-22.159109,-57.942581,280,1,VMI
VRMG,medium_airport,Gan International Airport,-0.693342,73.155602,6,1,GAN
VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,1611,1,DIN
VYHL,small_airport,Hommalinn Airport,24.89959908,94.91400146,534,1,HOX
VYKI,small_airport,Kanti Airport,25.98830032,95.67440033,6000,1,KHM
VYKL,small_airport,Kalay Airport,23.18880081,94.05110168,499,1,KMV
VYMY,small_airport,Monywar Airport,22.221638,95.093479,298,1,NYW
WMAU,small_airport,Mersing Airport,2.389148,103.874183,10,1,MEP
WMKJ,medium_airport,Senai International Airport,1.64131,103.669998,135,1,JHB
ZKPY,medium_airport,Pyongyang Sunan International Airport,39.224098,125.669998,117,1,FNJ
ZMUB,large_airport,Buyant-Ukhaa International Airport,47.843102,106.766998,4364,1,ULN
BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,2,KEF
DAOI,medium_airport,Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,463,2,CFK
DIDL,medium_airport,Daloa Airport,6.792809963,-6.473189831,823,2,DJO
DIGA,small_airport,Gagnoa Airport,6.132999897,-5.949999809,732,2,GGN
EFLP,medium_airport,Lappeenranta Airport,61.044601,28.144743,349,2,LPP
ENGM,large_airport,Oslo Gardermoen Airport,60.19390106,11.10039997,681,2,OSL
FCBS,small_airport,Sibiti Airport,-3.683000088,13.35000038,1883,2,SIB
FCBZ,small_airport,Zanaga Airport,-2.849999905,13.81700039,1870,2,ANJ
FOGQ,medium_airport,Okondja Airport,-0.665214002,13.67310047,1325,2,OKN
FOOD,small_airport,Moanda Airport,-1.532999992,13.2670002,1877,2,MFF
FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.656159997,13.43799973,1450,2,MVB
GA-AKE,small_airport,Akieni Airport,-1.139670014,13.90359974,1660,2,AKE
GABS,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247,2,BKO
GANK,small_airport,Nara Airport,15.21700001,-7.267000198,889,2,NRM
GQNA,small_airport,Aioun el Atrouss Airport,16.7112999,-9.637880325,951,2,AEO
GQNT,small_airport,Tamchakett Airport,17.2329998,-10.81700039,620,2,THT
HSFS,medium_airport,El Fasher Airport,13.61489964,25.32460022,2393,2,ELF
HTDA,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,182,2,DAR
IR-0001,small_airport,Khaneh Airport,36.73334122,45.15000153,4804,2,KHA
LBBG,large_airport,Burgas Airport,42.56959915,27.51519966,135,2,BOJ
LCEN,medium_airport,Ercan International Airport,35.15470123,33.49610138,404,2,ECN
LEO,small_airport,Lekoni Airport,-1.5724,14.2878,2036,2,LEO
LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,1472,2,KLU
LPBJ,medium_airport,Beja Airport / Airbase,38.078899,-7.9324,636,2,BYJ
LTCP,medium_airport,Adıyaman Airport,37.73139954,38.46889877,2216,2,ADF
MKTP,medium_airport,Tinson Pen Airport,17.98859978,-76.82379913,16,2,KTP
MPRH,small_airport,Scarlett Martinez International Airport,8.375880241,-80.12789917,105,2,RIH
NFTL,medium_airport,Lifuka Island Airport,-19.77700043,-174.3410034,31,2,HPA
OEJN,large_airport,King Abdulaziz International Airport,21.6796,39.156502,48,2,JED
OETF,medium_airport,Ta’if Regional Airport,21.483001,40.543442,4848,2,TIF
OITK,small_airport,Khoy Airport,38.42750168,44.97359848,3981,2,KHY
OITR,medium_airport,Urmia Airport,37.66809845,45.06869888,4343,2,OMH
OITU,small_airport,Maku National Airport,39.330002,44.43,,2,IMQ
RJSA,medium_airport,Aomori Airport,40.73469925,140.6909943,664,2,AOJ
RJSH,medium_airport,JMSDF Hachinohe Air Base,40.5564,141.466003,152,2,HHE
RJSM,medium_airport,Misawa Air Base / Misawa Airport,40.703201,141.367996,119,2,MSJ
TDPD,medium_airport,Douglas-Charles Airport,15.547,-61.299999,73,2,DOM
TLPC,medium_airport,George F. L. Charles Airport,14.0202,-60.992901,22,2,SLU
VCCS,small_airport,Sigiriya Air Force Base,7.956669807,80.72850037,630,2,GIU
VDBG,medium_airport,Battambang Airport,13.09560013,103.223999,59,2,BBM
VGCB,medium_airport,Cox's Bazar Airport,21.45219994,91.96389771,12,2,CXB
VGCM,small_airport,Comilla Airport,23.43720055,91.18969727,25,2,CLA
VGEG,medium_airport,Shah Amanat International Airport,22.249599,91.813301,12,2,CGP
VVCT,medium_airport,Can Tho International Airport,10.08510017,105.711998,9,2,VCA
VYPY,small_airport,Pyay Airport,18.82449913,95.26599884,120,2,PRU
WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670086,100.3980026,15,2,AOR
WMKL,medium_airport,Langkawi International Airport,6.329730034,99.72869873,29,2,LGK
WSSL,medium_airport,Seletar Airport,1.416949987,103.8679962,36,2,XSP
AWE,small_airport,Alowe Airport,-0.545,9.444,600,3,AWE
BIBR,small_airport,Búðardalur Airport,65.07530212,-21.8003006,131,3,BQD
BIGF,small_airport,Grundarfjörður Airport,64.99140167,-23.22470093,17,3,GUU
BIRF,small_airport,Rif Airport,64.91139984,-23.82309914,18,3,OLI
BIST,small_airport,Stykkishólmur Airport,65.05809784,-22.7942009,42,3,SYK
CY-0002,medium_airport,Lefkoniko Airport,35.235947,33.724358,146,3,GEC
DAFH,medium_airport,Hassi R'Mel Airport,32.930401,3.31154,2540,3,HRM
DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,2510,3,LOO
DIBI,small_airport,Boundiali Airport,9.532999992,-6.467000008,1286,3,BXI
DIFK,small_airport,Ferkessedougou Airport,9.6,-5.1833333,1102,3,FEK
DIKO,medium_airport,Korhogo Airport,9.387180328,-5.556660175,1214,3,HGO
EFKA,medium_airport,Kauhava Airfield,63.127102,23.051399,151,3,KAU
EFKJ,medium_airport,Kauhajoki Airfield,62.462502,22.393101,407,3,KHJ
EFSI,medium_airport,Seinäjoki Airport,62.692101,22.8323,302,3,SJY
FLCP,small_airport,Chipata Airport,-13.55830002,32.58720016,3360,3,CIP
FLMF,medium_airport,Mfuwe Airport,-13.25889969,31.93659973,1853,3,MFU
FOGJ,small_airport,Ville Airport,-0.182999998,10.75,164,3,KDJ
FOGR,medium_airport,Lambarene Airport,-0.704388976,10.24569988,82,3,LBQ
GAKO,small_airport,Koutiala Airport,12.38300037,-5.467000008,1240,3,KTX
GASK,small_airport,Sikasso Airport,11.33300018,-5.699999809,1378,3,KSS
GQNF,small_airport,Kiffa Airport,16.59,-11.4062,430,3,KFA
HRYU,small_airport,Ruhengeri Airport,-1.5,29.63299942,6102,3,RHG
HSSS,large_airport,Khartoum International Airport,15.5895,32.5532,1265,3,KRT
HTDO,medium_airport,Dodoma Airport,-6.170440197,35.75260162,3673,3,DOD
LBWN,large_airport,Varna Airport,43.232101,27.8251,230,3,VAR
LPBR,medium_airport,Braga Municipal Aerodrome,41.58710098,-8.445139885,247,3,BGZ
LTAH,medium_airport,Afyon Air Base,38.726398,30.601101,3310,3,AFY
LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313,3,OHD
LYBR,small_airport,Berane Airport,42.8390007,19.86199951,2287,3,IVG
MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,9.356639862,-79.86740112,25,3,ONX
MUHA,large_airport,José Martí International Airport,22.98920059,-82.40910339,210,3,HAV
NFTO,small_airport,Mata'aho Airport,-15.57079983,-175.6329956,160,3,NFO
NFTP,small_airport,Kuini Lavenia Airport,-15.977297,-173.791089,30,3,NTT
OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,2151,3,MED
OEYN,medium_airport,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport,24.144199,38.0634,26,3,YNB
OITL,medium_airport,Ardabil Airport,38.32569885,48.42440033,4315,3,ADU
OITP,small_airport,Parsabade Moghan Airport,39.60359955,47.88150024,251,3,PFQ
RJSI,medium_airport,Morioka Hanamaki Airport,39.4286,141.134995,297,3,HNA
TAPA,medium_airport,V.C. Bird International Airport,17.1367,-61.792702,62,3,ANU
ULH,medium_airport,Majeed Bin Abdulaziz Airport,26.48,38.12888889,2050,3,ULH
VCCK,medium_airport,Koggala Airport,5.99368,80.32029724,10,3,KCT
VCCW,small_airport,Weerawila Airport,6.254489899,81.23519897,50,3,WRZ
VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,157,3,HRI
VGZR,large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,30,3,DAC
VYGG,small_airport,Gangaw Airport,22.17469978,94.13439941,200,3,GAW
VYHN,small_airport,Tilin Airport,21.70000076,94.09999847,1385,3,TIO
VYKU,small_airport,Kyauktu Airport,21.39999962,94.13330078,1250,3,KYT
VYMW,small_airport,Magway Airport,20.1656,94.941399,279,3,MWQ
VYPK,small_airport,Pauk Airport,21.44919968,94.48690033,249,3,PAU
VYPU,small_airport,Pakhokku Airport,21.4043,95.11125,151,3,PKK
WMKC,medium_airport,Sultan Ismail Petra Airport,6.16685009,102.2929993,16,3,KBR
WSAT,medium_airport,Tengah Air Base,1.387561,103.708291,50,3,TGA
BIBD,small_airport,Bildudalur Airport,65.64129639,-23.5461998,18,4,BIU
BIGJ,small_airport,Gjögur Airport,65.99530029,-21.32690048,83,4,GJR
BIHK,small_airport,Hólmavík Airport,65.70469666,-21.69639969,90,4,HVK
BIHT,small_airport,Holt Airport,66.01418043,-23.4416914,10,4,FLI
BIID,small_airport,Ingjaldssanður Airport,66.05000305,-23.69610023,70,4,HLO
BIIS,medium_airport,Ísafjörður Airport,66.05809784,-23.13529968,8,4,IFJ
BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,11,4,PFJ
BIRE,small_airport,Reykhólar Airport,65.45262909,-22.20611572,60,4,RHA
BITE,small_airport,Þingeyri Airport,65.87030029,-23.55999947,65,4,TEY
DABO,small_airport,Oum El Bouaghi Air Base,35.8797,7.2708,2980,4,QMH
DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,1230,4,BYK
DRRM,medium_airport,Maradi Airport,13.50249958,7.126749992,1240,4,MFQ
EFMI,medium_airport,Mikkeli Airport,61.6866,27.201799,329,4,MIK
EFSA,medium_airport,Savonlinna Airport,61.9431,28.945101,311,4,SVL
EFVR,medium_airport,Varkaus Airport,62.171101,27.868601,286,4,VRK
ENHA,small_airport,Stafsberg Airport,60.81809998,11.06799984,713,4,HMR
FLMA,small_airport,Mansa Airport,-11.13700008,28.87260056,4101,4,MNS
FOGE,small_airport,Ndende Airport,-2.400000095,11.36699963,417,4,KDN
FOGF,small_airport,Fougamou Airport,-1.282999992,10.61699963,263,4,FOU
FOGG,small_airport,M'Bigou Airport,-1.883000016,11.93299961,2346,4,MBC
FOGM,medium_airport,Mouilla Ville Airport,-1.84513998,11.05669975,295,4,MJL
GQNK,small_airport,Kaédi Airport,16.1595,-13.5076,75,4,KED
HRYG,medium_airport,Gisenyi Airport,-1.67719996,29.25889969,5082,4,GYI
HRZA,medium_airport,Kamembe Airport,-2.462239981,28.90789986,5192,4,KME
HSAT,small_airport,Atbara Airport,17.71034431,34.05701828,1181,4,ATB
HTIR,medium_airport,Iringa Airport,-7.668630123,35.7521019,4678,4,IRI
HTNJ,small_airport,Njombe Airport,-9.350000381,34.79999924,6400,4,JOM
KTC,small_airport,Katiola Airport,8.1329,-5.0657,1026,4,KTC
LBGO,medium_airport,Gorna Oryahovitsa Airport,43.15140152,25.71290016,285,4,GOZ
LCLK,large_airport,Larnaca International Airport,34.87509918,33.62490082,8,4,LCA
LGSY,small_airport,Skiros Airport,38.96760178,24.48719978,44,4,SKU
LOWL,medium_airport,Linz-Hörsching Airport / Vogler Air Base,48.2332,14.1875,980,4,LNZ
LPBG,medium_airport,Bragança Airport,41.8578,-6.70713,2241,4,BGC
LTCO,medium_airport,Ağrı Airport,39.655642,43.025742,5462,4,AJI
LWSK,large_airport,Skopje International Airport,41.961601,21.621401,781,4,SKP
MDBH,medium_airport,Maria Montez International Airport,18.25149918,-71.12039948,10,4,BRX
MKKJ,medium_airport,Ken Jones Airport,18.19879913,-76.53450012,20,4,POT
MPDA,medium_airport,Enrique Malek International Airport,8.390999794,-82.43499756,89,4,DAV
MUKW,medium_airport,Kawama Airport,23.124001,-81.301598,16,4,VRO
MUVR,large_airport,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,210,4,VRA
NFTF,medium_airport,Fua'amotu International Airport,-21.24119949,-175.1499939,126,4,TBU
OEAH,medium_airport,Al-Ahsa International Airport,25.285299,49.485199,588,4,HOF
OEDF,large_airport,King Fahd International Airport,26.47120094,49.79790115,72,4,DMM
OEDR,large_airport,King Abdulaziz Air Base,26.2654,50.152,84,4,DHA
OEJB,medium_airport,Jubail Airport,27.03899956,49.40510178,26,4,QJB
OEKK,medium_airport,King Khaled Military City Airport,27.9009,45.528198,1352,4,KMC
OEPA,medium_airport,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,1174,4,AQI
OIFE,small_airport,Hesa Airport,32.92890167,51.56110001,5256,4,IFH
OIFK,medium_airport,Kashan Airport,33.895302,51.577,3465,4,KKS
OIFM,medium_airport,Esfahan Shahid Beheshti International Airport,32.75080109,51.86130142,5059,4,IFN
PTRO,medium_airport,Babelthuap Airport,7.36731,134.544236,176,4,ROR
RJSS,large_airport,Sendai Airport,38.139702,140.917007,15,4,SDJ
VCCJ,medium_airport,Kankesanturai Airport,9.792329788,80.07009888,33,4,JAF
VDKH,medium_airport,Kampong Chhnang Airport,12.25520039,104.564003,56,4,KZC
VGJR,medium_airport,Jessore Airport,23.1838,89.160797,20,4,JSR
VYBG,small_airport,Bagan Airport,21.17880058,94.93019867,312,4,NYU
VYEL,medium_airport,Nay Pyi Taw International Airport,19.623501,96.200996,302,4,NYT
VYMD,large_airport,Mandalay International Airport,21.70219994,95.97789764,300,4,MDL
WMKM,medium_airport,Malacca Airport,2.263360024,102.2519989,35,4,MKZ
WSAP,medium_airport,Paya Lebar Air Base,1.360419989,103.9100037,65,4,QPG
WSSS,large_airport,Singapore Changi Airport,1.35019,103.994003,22,4,SIN
BIBL,small_airport,Hjaltabakki Airport,65.64499664,-20.28750038,131,5,BLO
BIHV,small_airport,Krókstaðarmelar Airport,65.2664032,-20.84690094,164,5,HVM
BIKR,small_airport,Sauðárkrókur Airport,65.73169708,-19.57279968,8,5,SAK
DABT,medium_airport,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,2697,5,BLJ
DIAU,small_airport,Abengourou Airport,6.715559959,-3.470279932,676,5,OGO
DRRT,medium_airport,Tahoua Airport,14.8757,5.265359879,1266,5,THZ
EFKI,medium_airport,Kajaani Airport,64.2855,27.6924,483,5,KAJ
ENFG,medium_airport,"Fagernes Airport, Leirin",61.015598,9.28806,2697,5,VDB
FCPP,medium_airport,Antonio Agostinho-Neto International Airport,-4.81603,11.8866,55,5,PNR
FLBA,small_airport,Mbala Airport,-8.85916996,31.33639908,5454,5,MMQ
FLKS,small_airport,Kasama Airport,-10.2166996,31.13330078,4541,5,KAA
FLKY,small_airport,Kasaba Bay Airport,-8.524999619,30.66300011,2780,5,ZKB
FOGI,small_airport,Moabi Airport,-2.433000088,11,787,5,MGX
FOOT,small_airport,Tchibanga Airport,-2.849999905,11.0170002,269,5,TCH
FOOY,small_airport,Mayumba Airport,-3.4584198,10.67407608,13,5,MYB
GAMB,medium_airport,Mopti Airport,14.51280022,-4.079559803,906,5,MZI
GHE,small_airport,Garachiné Airport,8.0644,-78.3673,42,5,GHE
GQNE,small_airport,Abbaye Airport,16.63331413,-14.20000076,66,5,BGH
GQNL,small_airport,Letfotar Airport,17.75,-12.5,256,5,MOM
HRYI,small_airport,Butare Airport,-2.595829964,29.73670006,5801,5,BTQ
HSKA,medium_airport,Kassala Airport,15.38749981,36.3288002,1671,5,KSL
HSNW,small_airport,New Halfa Airport,15.3556,35.727798,1480,5,NHF
HTBU,small_airport,Bukoba Airport,-1.332,31.8212,3784,5,BKZ
LOWS,medium_airport,Salzburg Airport,47.79330063,13.00430012,1411,5,SZG
LTAP,small_airport,Amasya Merzifon Airport,40.829399,35.521999,1758,5,MZH
MKBS,medium_airport,Ian Fleming International Airport,18.404079,-76.969754,90,5,OCJ
MPJE,small_airport,Jaqué Airport,7.517779827,-78.15720367,29,5,JQE
MUSC,medium_airport,Abel Santamaria Airport,22.49220085,-79.94360352,338,5,SNU
NFTV,medium_airport,Vava'u International Airport,-18.58530045,-173.9620056,236,5,VAV
OEGS,medium_airport,Gassim Airport,26.30279922,43.7743988,2126,5,ELQ
OICI,medium_airport,Ilam Airport,33.58660126,46.40480042,4404,5,IIL
PA-0022,small_airport,Yaviza Airport,8.1528,-77.687,75,5,PYV
PA-BFQ,small_airport,Bahia Piña Airport,7.583000183,-78.19999695,14,5,BFQ
PA-ELE,small_airport,EL Real Airport,8.1072,-77.7252,65,5,ELE
PA-SAX,small_airport,Sambu Airport,8.017000198,-78.19999695,32,5,SAX
RJSK,medium_airport,Akita Airport,39.61560059,140.2189941,313,5,AXT
RJSR,medium_airport,Odate Noshiro Airport,40.191898,140.371002,292,5,ONJ
UKWW,small_airport,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,961,5,VIN
VCCB,medium_airport,Batticaloa Airport,7.70576,81.678802,20,5,BTC
VCCG,medium_airport,Ampara Airport,7.33776,81.62594,150,5,ADP
VCCT,medium_airport,China Bay Airport,8.538510323,81.18190002,6,5,TRR
VGIS,medium_airport,Ishurdi Airport,24.15250015,89.04940033,45,5,IRD
VGLM,small_airport,Lalmonirhat Airport,25.88750076,89.43309784,106,5,LLJ
VGRJ,medium_airport,Shah Mokhdum Airport,24.43720055,88.61650085,64,5,RJH
VGSD,medium_airport,Saidpur Airport,25.75919914,88.9088974,125,5,SPD
VGSG,small_airport,Thakurgaon Airport,26.01639938,88.4036026,176,5,TKR
VRMK,medium_airport,Kadhdhoo Airport,1.85916996,73.52189636,4,5,KDO
VVNS,small_airport,Na-San Airport,21.21699905,104.0329971,2133,5,SQH
VYBP,small_airport,Bokpyinn Airport,11.1494,98.735901,100,5,VBP
VYDW,medium_airport,Dawei Airport,14.10389996,98.20359802,84,5,TVY
VYKT,medium_airport,Kawthoung Airport,10.04930019,98.53800201,180,5,KAW
VYME,medium_airport,Myeik Airport,12.43980026,98.62149811,75,5,MGZ
BIAR,medium_airport,Akureyri Airport,65.66000366,-18.0727005,6,6,AEY
BIBK,small_airport,Bakkafjörður Airport,66.02189636,-14.82439995,14,6,BJD
BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,66,6,GRY
BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,6,HZK
BIKP,small_airport,Kópasker Airport,66.31079865,-16.4666996,20,6,OPA
BIOF,small_airport,Ólafsfjörður Airport,66.08329773,-18.66670036,32,6,OFJ
BIRG,small_airport,Raufarhöfn Airport,66.40640259,-15.91829967,39,6,RFN
BIRL,small_airport,Reykjahlíð Airport,65.65579987,-16.91810036,1030,6,MVA
BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10,6,SIJ
BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,65,6,THO
DAAE,large_airport,Soummam – Abane Ramdane Airport,36.712793,5.07857,20,6,BJA
DIMN,medium_airport,Man Airport,7.272069931,-7.587359905,1089,6,MJC
ENDI,small_airport,Geilo Airport Dagali,60.41730118,8.518349648,2618,6,DLD
ENKL,small_airport,Gol Airport,60.791066,9.048672,2770,6,GLL
FLSW,small_airport,Solwesi Airport,-12.17370033,26.36510086,4551,6,SLI
FLZB,small_airport,Zambezi Airport,-13.537018,23.108092,3538,6,BBZ
FOGB,small_airport,Booue Airport,-0.1075,11.9438,604,6,BGB
FOOE,small_airport,Mekambo Airport,1.01699996,13.93299961,1686,6,MKB
FOOK,medium_airport,Makokou Airport,0.579210997,12.89089966,1726,6,MKU
GAGM,small_airport,Goundam Airport,16.3614006,-3.599720001,866,6,GUD
GQNB,small_airport,Boutilimit Airport,17.53300095,-14.68299961,121,6,OTL
HSKG,small_airport,Khashm El Girba Airport,14.92500019,35.87799835,1560,6,GBU
JJAA,large_airport,Lilbuanaka International Airport/Heliport/Airforcebase/TestingSite/Flightschool,26.430219,2.943306,9,6,UUK
LCPH,large_airport,Paphos International Airport,34.7179985,32.4856987,41,6,PFO
LOWG,medium_airport,Graz Airport,46.9911,15.4396,1115,6,GRZ
LTAC,large_airport,Esenboğa International Airport,40.12810135,32.99509811,3125,6,ESB
LTAD,medium_airport,Etimesgut Air Base,39.94979858,32.68859863,2653,6,ANK
LYNS,small_airport,Novi Sad / Cenej Airport,45.385799,19.839199,266,6,QND
MPCE,medium_airport,Alonso Valderrama Airport,7.987840176,-80.40969849,33,6,CTD
MUCF,medium_airport,Jaime Gonzalez Airport,22.14999962,-80.41419983,102,6,CFG
OEHL,medium_airport,Ha'il Airport,27.437901,41.686298,3331,6,HAS
OI20,small_airport,Bahregan Airport,29.840099,50.272701,20,6,IAQ
OIBB,medium_airport,Bushehr Airport,28.94479942,50.83459854,68,6,BUZ
OIBJ,medium_airport,Jam Airport,27.82049942,52.35219955,2173,6,KNR
OIBP,medium_airport,Persian Gulf International Airport,27.379601,52.737701,27,6,PGU
OIBQ,medium_airport,Khark Island Airport,29.26029968,50.32389832,17,6,KHK
RJSC,medium_airport,Yamagata Airport,38.4119,140.371002,353,6,GAJ
RJSY,medium_airport,Shonai Airport,38.81219864,139.7870026,86,6,SYO
TVSB,medium_airport,J F Mitchell Airport,12.98840046,-61.26200104,15,6,BQU
TVSC,medium_airport,Canouan Airport,12.699,-61.3424,11,6,CIW
